typeID,solarSystemID,radius,itemName
13,30003925,44200000,Chitiamem V
13,30003925,138140000,Chitiamem VI
2014,30003925,3390000,Chitiamem VII
12,30003925,6430000,Chitiamem VIII
2015,30003926,3610000,Kuhri I
2016,30003926,8370000,Kuhri II
13,30003926,25200000,Kuhri III
13,30003926,13290000,Kuhri IV
13,30003926,13510000,Kuhri V
13,30003926,22270000,Kuhri VI
13,30003926,53190000,Kuhri VII
2015,30003927,1840000,Zahefeus I
2016,30003927,3800000,Zahefeus II
2017,30003927,4530000,Zahefeus III
2017,30003927,4200000,Zahefeus IV
2017,30003927,8250000,Zahefeus V
2016,30003927,7600000,Zahefeus VI
2016,30003927,9880000,Zahefeus VII
2017,30003927,8890000,Zahefeus VIII
2014,30003927,3030000,Zahefeus IX
2016,30003928,2200000,Zephan I
2016,30003928,3120000,Zephan II
11,30003928,4070000,Zephan III
2017,30003928,10460000,Zephan IV
2017,30003928,6500000,Zephan V
2017,30003928,15410000,Zephan VI
13,30003928,12830000,Zephan VII
11,30003928,9930000,Zephan VIII
11,30003928,5810000,Zephan IX
2016,30003929,2220000,Neda I
2016,30003929,2890000,Neda II
11,30003929,5570000,Neda III
2016,30003929,6290000,Neda IV
11,30003929,7810000,Neda V
13,30003929,23460000,Neda VI
13,30003929,22780000,Neda VII
13,30003929,17740000,Neda VIII
13,30003929,21570000,Neda IX
13,30003929,20140000,Neda X
2014,30003929,8080000,Neda XI
2016,30003930,2050000,Goudiyah I
2015,30003930,1970000,Goudiyah II
2016,30003930,3190000,Goudiyah III
2016,30003930,3850000,Goudiyah IV
11,30003930,4410000,Goudiyah V
11,30003930,7370000,Goudiyah VI
13,30003930,17700000,Goudiyah VII
2017,30003930,4950000,Goudiyah VIII
13,30003930,32060000,Goudiyah IX
11,30003930,8500000,Goudiyah X
2016,30003931,4130000,Sassecho I
2015,30003931,2060000,Sassecho II
11,30003931,5950000,Sassecho III
2017,30003931,11420000,Sassecho IV
2016,30003931,11580000,Sassecho V
2017,30003931,11370000,Sassecho VI
13,30003931,14730000,Sassecho VII
13,30003931,19650000,Sassecho VIII
2014,30003931,2540000,Sassecho IX
2014,30003931,4190000,Sassecho X
2016,30003932,5410000,Timudan I
2015,30003932,6570000,Timudan II
2014,30003932,12560000,Timudan III
13,30003932,19660000,Timudan IV
13,30003932,18930000,Timudan V
13,30003932,61310000,Timudan VI
13,30003932,52580000,Timudan VII
2014,30003932,4320000,Timudan VIII
2016,30003933,9400000,Ibani I
2014,30003933,12410000,Ibani II
13,30003933,43160000,Ibani III
13,30003933,136710000,Ibani IV
13,30003933,60870000,Ibani V
12,30003933,34170000,Ibani VI
2016,30003933,3410000,Ibani VII
2016,30003933,4590000,Ibani VIII
2015,30003934,6390000,Cabeki I
13,30003934,20390000,Cabeki II
11,30003934,7040000,Cabeki III
11,30003934,5940000,Cabeki IV
13,30003934,70500000,Cabeki V
13,30003934,23050000,Cabeki VI
2014,30003934,4710000,Cabeki VII
12,30003934,6490000,Cabeki VIII
2063,30003935,2240000,Irmalin I
2015,30003935,3870000,Irmalin II
11,30003935,6420000,Irmalin III
2014,30003935,3850000,Irmalin IV
11,30003935,7460000,Irmalin V
13,30003935,15110000,Irmalin VI
2017,30003935,13920000,Irmalin VII
13,30003935,22700000,Irmalin VIII
13,30003935,17470000,Irmalin IX
2016,30003935,8700000,Irmalin X
2017,30003936,3890000,Nakis I
2016,30003936,3790000,Nakis II
11,30003936,4280000,Nakis III
2016,30003936,2930000,Nakis IV
2016,30003936,3210000,Nakis V
13,30003936,20370000,Nakis VI
13,30003936,21160000,Nakis VII
11,30003936,7470000,Nakis VIII
2017,30003936,9100000,Nakis IX
2063,30003937,7840000,Hezere I
2016,30003937,3910000,Hezere II
13,30003937,45960000,Hezere III
13,30003937,90430000,Hezere IV
2016,30003937,6340000,Hezere V
12,30003937,11580000,Hezere VI
2017,30003937,5140000,Hezere VII
2016,30003938,2900000,Fanathor I
2016,30003938,1690000,Fanathor II
2015,30003938,7070000,Fanathor III
2014,30003938,7690000,Fanathor IV
13,30003938,66920000,Fanathor V
13,30003938,54690000,Fanathor VI
12,30003938,11620000,Fanathor VII
2015,30003939,2660000,Zirsem I
2016,30003939,2200000,Zirsem II
2016,30003939,1760000,Zirsem III
2016,30003939,1790000,Zirsem IV
11,30003939,5550000,Zirsem V
2017,30003939,8600000,Zirsem VI
2063,30003939,3460000,Zirsem VII
13,30003939,22000000,Zirsem VIII
13,30003939,56750000,Zirsem IX
2016,30003939,9560000,Zirsem X
2017,30003939,7280000,Zirsem XI
2017,30003940,4340000,Pout I
2016,30003940,3100000,Pout II
2015,30003940,6760000,Pout III
11,30003940,6840000,Pout IV
2016,30003940,4390000,Pout V
13,30003940,35880000,Pout VI
13,30003940,70520000,Pout VII
12,30003940,14500000,Pout VIII
2014,30003940,4610000,Pout IX
2015,30003941,1960000,Rafeme I
2016,30003941,2880000,Rafeme II
2063,30003941,3380000,Rafeme III
2015,30003941,4910000,Rafeme IV
2017,30003941,5430000,Rafeme V
13,30003941,34360000,Rafeme VI
13,30003941,65110000,Rafeme VII
13,30003941,22090000,Rafeme VIII
2016,30003941,2690000,Rafeme IX
2016,30003942,2570000,A2-V27 I
2016,30003942,2830000,A2-V27 II
2014,30003942,2070000,A2-V27 III
11,30003942,5290000,A2-V27 IV
2016,30003942,3470000,A2-V27 V
11,30003942,6120000,A2-V27 VI
2017,30003942,5780000,A2-V27 VII
11,30003942,4950000,A2-V27 VIII
2015,30003942,9070000,A2-V27 IX
2016,30003943,3080000,T8H-66 I
2016,30003943,2440000,T8H-66 II
13,30003943,21840000,T8H-66 III
2017,30003943,6440000,T8H-66 IV
13,30003943,72400000,T8H-66 V
12,30003943,43160000,T8H-66 VI
12,30003943,7000000,T8H-66 VII
2016,30003944,1770000,A3-LOG I
2016,30003944,2770000,A3-LOG II
2016,30003944,3770000,A3-LOG III
2016,30003944,3610000,A3-LOG IV
2016,30003944,4950000,A3-LOG V
13,30003944,15070000,A3-LOG VI
13,30003944,22280000,A3-LOG VII
13,30003944,16540000,A3-LOG VIII
2015,30003945,3610000,7V-KHW I
2017,30003945,4340000,7V-KHW II
13,30003945,16700000,7V-KHW III
13,30003945,24840000,7V-KHW IV
11,30003945,11330000,7V-KHW V
2016,30003946,3690000,O3L-95 I
2015,30003946,4380000,O3L-95 II
11,30003946,5190000,O3L-95 III
2016,30003946,3140000,O3L-95 IV
2017,30003946,14640000,O3L-95 V
2016,30003946,12050000,O3L-95 VI
2015,30003946,7080000,O3L-95 VII
13,30003946,53150000,O3L-95 VIII
13,30003946,15900000,O3L-95 IX
13,30003946,40020000,O3L-95 X
12,30003946,15390000,O3L-95 XI
2063,30003947,2140000,0-WT2D I
2016,30003947,3250000,0-WT2D II
2016,30003947,3160000,0-WT2D III
2017,30003947,5280000,0-WT2D IV
2017,30003947,6010000,0-WT2D V
2016,30003947,3590000,0-WT2D VI
13,30003947,37210000,0-WT2D VII
13,30003947,46960000,0-WT2D VIII
13,30003947,19140000,0-WT2D IX
2016,30003947,9550000,0-WT2D X
2015,30003948,2020000,7GCD-P I
11,30003948,5560000,7GCD-P II
11,30003948,5770000,7GCD-P III
2015,30003948,7950000,7GCD-P IV
13,30003948,13350000,7GCD-P V
2016,30003949,4230000,G-3BOG I
2015,30003949,5040000,G-3BOG II
11,30003949,7260000,G-3BOG III
11,30003949,7500000,G-3BOG IV
13,30003949,31910000,G-3BOG V
13,30003949,14990000,G-3BOG VI
13,30003949,51940000,G-3BOG VII
13,30003949,29790000,G-3BOG VIII
2016,30003949,11310000,G-3BOG IX
13,30003949,12720000,G-3BOG X
2016,30003950,2070000,K7D-II I
2016,30003950,1880000,K7D-II II
2015,30003950,3050000,K7D-II III
2016,30003950,2360000,K7D-II IV
2016,30003950,5900000,K7D-II V
2015,30003950,3260000,K7D-II VI
2016,30003950,8990000,K7D-II VII
13,30003950,27610000,K7D-II VIII
13,30003950,23110000,K7D-II IX
13,30003950,38940000,K7D-II X
2015,30003950,3500000,K7D-II XI
2016,30003951,2060000,L-6BE1 I
2016,30003951,3510000,L-6BE1 II
2014,30003951,2320000,L-6BE1 III
11,30003951,5270000,L-6BE1 IV
2016,30003951,3160000,L-6BE1 V
11,30003951,5160000,L-6BE1 VI
2017,30003952,7460000,1M4-FK I
2017,30003952,5810000,1M4-FK II
2016,30003952,8140000,1M4-FK III
13,30003952,124060000,1M4-FK IV
12,30003952,56600000,1M4-FK V
2016,30003952,4970000,1M4-FK VI
2016,30003952,3830000,1M4-FK VII
2016,30003953,3410000,V-LEKM I
2063,30003953,3070000,V-LEKM II
2063,30003953,5270000,V-LEKM III
2015,30003953,5360000,V-LEKM IV
11,30003953,5570000,V-LEKM V
11,30003953,6670000,V-LEKM VI
13,30003953,27290000,V-LEKM VII
13,30003953,20020000,V-LEKM VIII
13,30003953,13080000,V-LEKM IX
13,30003953,19370000,V-LEKM X
2016,30003954,2550000,9ES-SI I
13,30003954,12960000,9ES-SI II
11,30003954,5900000,9ES-SI III
13,30003954,11850000,9ES-SI IV
13,30003954,38430000,9ES-SI V
2014,30003954,9710000,9ES-SI VI
2016,30003954,8160000,9ES-SI VII
2017,30003954,9450000,9ES-SI VIII
2014,30003954,3730000,9ES-SI IX
2015,30003955,2230000,UQY-IK I
2016,30003955,6310000,UQY-IK II
2016,30003955,2540000,UQY-IK III
2015,30003955,6840000,UQY-IK IV
2063,30003955,3840000,UQY-IK V
13,30003955,35830000,UQY-IK VI
11,30003955,4010000,UQY-IK VII
13,30003955,31160000,UQY-IK VIII
12,30003955,11870000,UQY-IK IX
2015,30003956,2420000,60M-TG I
2016,30003956,4950000,60M-TG II
2015,30003956,3760000,60M-TG III
2063,30003956,4520000,60M-TG IV
2015,30003956,7370000,60M-TG V
2015,30003956,2650000,60M-TG VI
2016,30003956,3740000,60M-TG VII
13,30003956,34940000,60M-TG VIII
13,30003956,28040000,60M-TG IX
13,30003956,43090000,60M-TG X
2016,30003956,5380000,60M-TG XI
2016,30003956,10180000,60M-TG XII
2015,30003957,1870000,0TKF-6 I
2016,30003957,1990000,0TKF-6 II
2017,30003957,3990000,0TKF-6 III
2016,30003957,3090000,0TKF-6 IV
2017,30003957,4770000,0TKF-6 V
2016,30003957,2200000,0TKF-6 VI
13,30003957,13060000,0TKF-6 VII
2014,30003957,5760000,0TKF-6 VIII
13,30003957,22360000,0TKF-6 IX
2017,30003957,4520000,0TKF-6 X
13,30003957,57400000,0TKF-6 XI
12,30003957,25900000,0TKF-6 XII
2016,30003958,2450000,TV8-HS I
2017,30003958,4660000,TV8-HS II
2016,30003958,2090000,TV8-HS III
2016,30003958,4990000,TV8-HS IV
2016,30003958,9430000,TV8-HS V
13,30003958,24500000,TV8-HS VI
13,30003958,28620000,TV8-HS VII
13,30003958,19580000,TV8-HS VIII
2014,30003958,3020000,TV8-HS IX
2016,30003958,6690000,TV8-HS X
2016,30003959,1710000,VT-G2P I
2015,30003959,3730000,VT-G2P II
2016,30003959,3520000,VT-G2P III
2016,30003959,2860000,VT-G2P IV
2016,30003959,6260000,VT-G2P V
13,30003959,17760000,VT-G2P VI
13,30003959,12900000,VT-G2P VII
13,30003959,32310000,VT-G2P VIII
2016,30003960,2540000,YOP-0T I
2015,30003960,5260000,YOP-0T II
11,30003960,6960000,YOP-0T III
2016,30003960,6710000,YOP-0T IV
13,30003960,74450000,YOP-0T V
13,30003960,41910000,YOP-0T VI
2016,30003960,6040000,YOP-0T VII
12,30003960,18450000,YOP-0T VIII
2014,30003960,4290000,YOP-0T IX
2015,30003961,7540000,9-HM04 I
13,30003961,125850000,9-HM04 II
13,30003961,20280000,9-HM04 III
13,30003961,90850000,9-HM04 IV
2016,30003961,4650000,9-HM04 V
2016,30003961,2550000,9-HM04 VI
2063,30003962,4490000,MKD-O8 I
13,30003962,19990000,MKD-O8 II
13,30003962,30890000,MKD-O8 III
13,30003962,19800000,MKD-O8 IV
13,30003962,75600000,MKD-O8 V
13,30003962,29110000,MKD-O8 VI
12,30003962,25760000,MKD-O8 VII
12,30003962,7700000,MKD-O8 VIII
2016,30003962,8790000,MKD-O8 IX
2015,30003963,1720000,GOP-GE I
2016,30003963,4550000,GOP-GE II
2016,30003963,6370000,GOP-GE III
11,30003963,4950000,GOP-GE IV
13,30003963,15560000,GOP-GE V
13,30003963,22050000,GOP-GE VI
13,30003963,12540000,GOP-GE VII
13,30003963,45030000,GOP-GE VIII
12,30003963,14600000,GOP-GE IX
2016,30003964,4350000,SKR-SP I
2014,30003964,4620000,SKR-SP II
2014,30003964,1970000,SKR-SP III
2016,30003964,4880000,SKR-SP IV
2014,30003964,12700000,SKR-SP V
13,30003964,19300000,SKR-SP VI
13,30003964,21860000,SKR-SP VII
2014,30003964,8570000,SKR-SP VIII
2016,30003965,3540000,V-3U8T I
2063,30003965,3490000,V-3U8T II
2015,30003965,4990000,V-3U8T III
11,30003965,6100000,V-3U8T IV
2016,30003965,12720000,V-3U8T V
13,30003965,17030000,V-3U8T VI
13,30003965,92080000,V-3U8T VII
13,30003965,50540000,V-3U8T VIII
12,30003965,28340000,V-3U8T IX
12,30003965,8630000,V-3U8T X
2063,30003966,1800000,T8T-RA I
2016,30003966,3700000,T8T-RA II
2015,30003966,3760000,T8T-RA III
2016,30003966,10090000,T8T-RA IV
13,30003966,21020000,T8T-RA V
11,30003966,10780000,T8T-RA VI
13,30003966,24420000,T8T-RA VII
13,30003966,30130000,T8T-RA VIII
2016,30003967,2000000,A-BO4V I
2063,30003967,2370000,A-BO4V II
2016,30003967,1730000,A-BO4V III
2063,30003967,3330000,A-BO4V IV
2015,30003967,3580000,A-BO4V V
2014,30003967,7120000,A-BO4V VI
13,30003967,33310000,A-BO4V VII
13,30003967,70990000,A-BO4V VIII
12,30003967,34030000,A-BO4V IX
12,30003967,6900000,A-BO4V X
2016,30003968,2370000,W-IX39 I
2016,30003968,2700000,W-IX39 II
2016,30003968,4720000,W-IX39 III
11,30003968,5440000,W-IX39 IV
2017,30003968,13570000,W-IX39 V
13,30003968,34950000,W-IX39 VI
13,30003968,15670000,W-IX39 VII
13,30003968,40770000,W-IX39 VIII
2014,30003968,7720000,W-IX39 IX
2015,30003969,2890000,K-B8DK I
11,30003969,4110000,K-B8DK II
11,30003969,4880000,K-B8DK III
2017,30003969,4690000,K-B8DK IV
2016,30003969,12490000,K-B8DK V
13,30003970,20560000,L-6W1J I
13,30003970,150370000,L-6W1J II
13,30003970,142930000,L-6W1J III
12,30003970,124560000,L-6W1J IV
12,30003970,8500000,L-6W1J V
2016,30003970,4670000,L-6W1J VI
2015,30003971,2540000,P4-3TJ I
2016,30003971,2090000,P4-3TJ II
2016,30003971,7580000,P4-3TJ III
2016,30003971,7120000,P4-3TJ IV
13,30003971,21090000,P4-3TJ V
13,30003971,71580000,P4-3TJ VI
13,30003971,65200000,P4-3TJ VII
13,30003971,64940000,P4-3TJ VIII
12,30003971,10500000,P4-3TJ IX
12,30003971,14810000,P4-3TJ X
2015,30003972,1820000,K-Z0V4 I
2016,30003972,3170000,K-Z0V4 II
2063,30003972,3700000,K-Z0V4 III
2016,30003972,2020000,K-Z0V4 IV
11,30003972,5890000,K-Z0V4 V
2014,30003972,2670000,K-Z0V4 VI
11,30003972,10010000,K-Z0V4 VII
2017,30003972,5020000,K-Z0V4 VIII
13,30003972,13260000,K-Z0V4 IX
13,30003972,35300000,K-Z0V4 X
11,30003972,11730000,K-Z0V4 XI
2016,30003973,3920000,LNVW-K I
2017,30003973,6590000,LNVW-K II
11,30003973,5340000,LNVW-K III
2016,30003973,8520000,LNVW-K IV
2014,30003973,5270000,LNVW-K V
13,30003973,18340000,LNVW-K VI
2017,30003973,5380000,LNVW-K VII
13,30003973,24550000,LNVW-K VIII
13,30003973,43670000,LNVW-K IX
12,30003973,10510000,LNVW-K X
2016,30003973,4990000,LNVW-K XI
2016,30003974,2560000,8B-SAJ I
2016,30003974,3670000,8B-SAJ II
2016,30003974,5300000,8B-SAJ III
13,30003974,18680000,8B-SAJ IV
2014,30003974,12630000,8B-SAJ V
13,30003974,23300000,8B-SAJ VI
13,30003974,20490000,8B-SAJ VII
2016,30003974,3260000,8B-SAJ VIII
2015,30003975,2280000,Q2-N6W I
2014,30003975,3740000,Q2-N6W II
2016,30003975,2820000,Q2-N6W III
2016,30003975,2800000,Q2-N6W IV
11,30003975,5920000,Q2-N6W V
2015,30003975,2230000,Q2-N6W VI
13,30003975,37870000,Q2-N6W VII
2014,30003975,6210000,Q2-N6W VIII
2016,30003975,8130000,Q2-N6W IX
2016,30003976,5540000,C-9RRR I
2016,30003976,2150000,C-9RRR II
2016,30003976,6870000,C-9RRR III
2017,30003976,4240000,C-9RRR IV
13,30003976,114120000,C-9RRR V
13,30003976,42740000,C-9RRR VI
2016,30003976,5530000,C-9RRR VII
2015,30003977,4250000,A-5F4A I
11,30003977,6250000,A-5F4A II
2016,30003977,7160000,A-5F4A III
13,30003977,21300000,A-5F4A IV
2017,30003977,4770000,A-5F4A V
2017,30003977,10310000,A-5F4A VI
13,30003977,33090000,A-5F4A VII
13,30003977,17330000,A-5F4A VIII
2016,30003977,2820000,A-5F4A IX
12,30003977,6280000,A-5F4A X
2016,30003978,1780000,P-ZMZV I
2015,30003978,3190000,P-ZMZV II
2015,30003978,4680000,P-ZMZV III
2016,30003978,6440000,P-ZMZV IV
13,30003978,22750000,P-ZMZV V
2015,30003978,6500000,P-ZMZV VI
13,30003978,19360000,P-ZMZV VII
11,30003978,5410000,P-ZMZV VIII
13,30003978,68920000,P-ZMZV IX
2014,30003978,3010000,P-ZMZV X
2016,30003979,3040000,9CG6-H I
2016,30003979,4030000,9CG6-H II
2016,30003979,3650000,9CG6-H III
2016,30003979,3370000,9CG6-H IV
2016,30003979,2340000,9CG6-H V
11,30003979,11580000,9CG6-H VI
2017,30003979,12630000,9CG6-H VII
13,30003979,19140000,9CG6-H VIII
13,30003979,22570000,9CG6-H IX
13,30003979,19790000,9CG6-H X
2016,30003980,1740000,NDII-Q I
2015,30003980,2010000,NDII-Q II
2016,30003980,4910000,NDII-Q III
2016,30003980,6520000,NDII-Q IV
11,30003980,5660000,NDII-Q V
11,30003980,11190000,NDII-Q VI
13,30003980,22890000,NDII-Q VII
13,30003980,20440000,NDII-Q VIII
13,30003980,17490000,NDII-Q IX
13,30003980,19290000,NDII-Q X
2016,30003981,3350000,UYU-VV I
2014,30003981,3530000,UYU-VV II
2016,30003981,7930000,UYU-VV III
2015,30003981,4100000,UYU-VV IV
13,30003981,23170000,UYU-VV V
13,30003981,22600000,UYU-VV VI
2014,30003981,9840000,UYU-VV VII
2016,30003982,5310000,K-L690 I
13,30003982,19840000,K-L690 II
13,30003982,70540000,K-L690 III
13,30003982,81380000,K-L690 IV
13,30003982,17030000,K-L690 V
2016,30003982,3230000,K-L690 VI
2015,30003983,3280000,W6V-VM I
11,30003983,6340000,W6V-VM II
11,30003983,6270000,W6V-VM III
2063,30003983,3170000,W6V-VM IV
2016,30003983,2230000,W6V-VM V
13,30003983,24820000,W6V-VM VI
13,30003983,19000000,W6V-VM VII
13,30003983,59980000,W6V-VM VIII
13,30003983,22520000,W6V-VM IX
12,30003983,13290000,W6V-VM X
2016,30003984,1620000,OGY-6D I
2015,30003984,2530000,OGY-6D II
2017,30003984,4090000,OGY-6D III
11,30003984,6630000,OGY-6D IV
2016,30003984,7480000,OGY-6D V
2016,30003984,12130000,OGY-6D VI
13,30003984,16500000,OGY-6D VII
13,30003984,42450000,OGY-6D VIII
13,30003984,35530000,OGY-6D IX
13,30003984,27600000,OGY-6D X
2016,30003985,2920000,8-SNUD I
2016,30003985,3260000,8-SNUD II
2063,30003985,2290000,8-SNUD III
11,30003985,6010000,8-SNUD IV
2017,30003985,5110000,8-SNUD V
11,30003985,6750000,8-SNUD VI
13,30003985,13870000,8-SNUD VII
13,30003985,16830000,8-SNUD VIII
13,30003985,23710000,8-SNUD IX
13,30003985,13660000,8-SNUD X
2016,30003986,1630000,H-4R6Z I
2016,30003986,2820000,H-4R6Z II
2015,30003986,3250000,H-4R6Z III
2016,30003986,3820000,H-4R6Z IV
11,30003986,5480000,H-4R6Z V
11,30003986,4920000,H-4R6Z VI
2017,30003986,18920000,H-4R6Z VII
13,30003986,43590000,H-4R6Z VIII
13,30003986,43880000,H-4R6Z IX
12,30003986,35970000,H-4R6Z X
2014,30003986,3680000,H-4R6Z XI
2016,30003987,2890000,IGE-NE I
11,30003987,7140000,IGE-NE II
2017,30003987,4470000,IGE-NE III
2017,30003987,5710000,IGE-NE IV
11,30003987,7910000,IGE-NE V
11,30003987,10720000,IGE-NE VI
13,30003987,14220000,IGE-NE VII
11,30003987,11810000,IGE-NE VIII
2016,30003987,10600000,IGE-NE IX
2015,30003988,5160000,UVHO-F I
2014,30003988,2790000,UVHO-F II
11,30003988,7150000,UVHO-F III
13,30003988,18500000,UVHO-F IV
2015,30003988,2950000,UVHO-F V
2016,30003988,3170000,UVHO-F VI
13,30003988,82660000,UVHO-F VII
2016,30003988,10340000,UVHO-F VIII
12,30003988,12880000,UVHO-F IX
2016,30003988,6410000,UVHO-F X
2016,30003989,3830000,Z-XX2J I
11,30003989,4810000,Z-XX2J II
2015,30003989,5870000,Z-XX2J III
11,30003989,9060000,Z-XX2J IV
11,30003989,11290000,Z-XX2J V
2015,30003990,2110000,YW-SYT I
2016,30003990,3640000,YW-SYT II
2017,30003990,5260000,YW-SYT III
2015,30003990,2180000,YW-SYT IV
2014,30003990,7670000,YW-SYT V
2016,30003990,12400000,YW-SYT VI
13,30003990,20590000,YW-SYT VII
11,30003990,4340000,YW-SYT VIII
13,30003990,23750000,YW-SYT IX
13,30003990,11730000,YW-SYT X
13,30003990,13130000,YW-SYT XI
2017,30003990,10660000,YW-SYT XII
2015,30003991,1630000,Z-UZZN I
2016,30003991,4530000,Z-UZZN II
2016,30003991,6080000,Z-UZZN III
13,30003991,19660000,Z-UZZN IV
13,30003991,36680000,Z-UZZN V
13,30003991,21450000,Z-UZZN VI
2016,30003991,8420000,Z-UZZN VII
2016,30003992,2540000,DS-LO3 I
2016,30003992,2450000,DS-LO3 II
2016,30003992,5330000,DS-LO3 III
2015,30003992,4220000,DS-LO3 IV
2014,30003992,2970000,DS-LO3 V
13,30003992,29980000,DS-LO3 VI
13,30003992,67320000,DS-LO3 VII
13,30003992,55960000,DS-LO3 VIII
12,30003992,18210000,DS-LO3 IX
2016,30003993,2300000,BX2-ZX I
2016,30003993,3590000,BX2-ZX II
2015,30003993,2790000,BX2-ZX III
11,30003993,4810000,BX2-ZX IV
2016,30003993,6260000,BX2-ZX V
11,30003993,11830000,BX2-ZX VI
11,30003993,5300000,BX2-ZX VII
13,30003993,33340000,BX2-ZX VIII
13,30003993,21320000,BX2-ZX IX
13,30003993,41070000,BX2-ZX X
12,30003993,27280000,BX2-ZX XI
2016,30003994,3310000,RF-CN3 I
11,30003994,4220000,RF-CN3 II
2017,30003994,5440000,RF-CN3 III
11,30003994,6680000,RF-CN3 IV
13,30003994,31330000,RF-CN3 V
13,30003994,18450000,RF-CN3 VI
13,30003994,14320000,RF-CN3 VII
2016,30003995,1600000,C-7SBM I
2015,30003995,2180000,C-7SBM II
2016,30003995,3320000,C-7SBM III
13,30003995,13440000,C-7SBM IV
13,30003995,30890000,C-7SBM V
13,30003995,20290000,C-7SBM VI
2016,30003996,8060000,ZAU-JW I
11,30003996,5730000,ZAU-JW II
13,30003996,29270000,ZAU-JW III
13,30003996,39950000,ZAU-JW IV
13,30003996,33980000,ZAU-JW V
13,30003996,35080000,ZAU-JW VI
13,30003996,53940000,ZAU-JW VII
2014,30003996,3960000,ZAU-JW VIII
2015,30003997,4820000,YF-6L1 I
2016,30003997,1780000,YF-6L1 II
2017,30003997,8980000,YF-6L1 III
13,30003997,17280000,YF-6L1 IV
13,30003997,65280000,YF-6L1 V
13,30003997,88950000,YF-6L1 VI
12,30003997,30330000,YF-6L1 VII
2016,30003997,2680000,YF-6L1 VIII
2015,30003998,2430000,K-YI1L I
2016,30003998,3280000,K-YI1L II
2016,30003998,3350000,K-YI1L III
2016,30003998,2000000,K-YI1L IV
2015,30003998,8020000,K-YI1L V
2015,30003998,9590000,K-YI1L VI
13,30003998,25030000,K-YI1L VII
13,30003998,18340000,K-YI1L VIII
13,30003998,17110000,K-YI1L IX
2016,30003999,2070000,KEJY-U I
2015,30003999,2690000,KEJY-U II
2016,30003999,3040000,KEJY-U III
2016,30003999,2360000,KEJY-U IV
11,30003999,4030000,KEJY-U V
13,30003999,12730000,KEJY-U VI
13,30003999,19460000,KEJY-U VII
13,30003999,17270000,KEJY-U VIII
2016,30004000,3290000,3BK-O7 I
2016,30004000,4010000,3BK-O7 II
2017,30004000,5610000,3BK-O7 III
11,30004000,7510000,3BK-O7 IV
2016,30004000,9370000,3BK-O7 V
13,30004000,13600000,3BK-O7 VI
13,30004000,57060000,3BK-O7 VII
2017,30004000,4780000,3BK-O7 VIII
12,30004000,10430000,3BK-O7 IX
2015,30004001,1640000,8-GE2P I
2016,30004001,1780000,8-GE2P II
2016,30004001,2550000,8-GE2P III
2016,30004001,4240000,8-GE2P IV
13,30004001,19020000,8-GE2P V
13,30004001,31700000,8-GE2P VI
2017,30004001,14050000,8-GE2P VII
13,30004001,40660000,8-GE2P VIII
2014,30004001,4340000,8-GE2P IX
2015,30004002,4080000,QXQ-I6 I
2017,30004002,4270000,QXQ-I6 II
11,30004002,5650000,QXQ-I6 III
2015,30004002,8580000,QXQ-I6 IV
2016,30004002,3170000,QXQ-I6 V
13,30004002,65620000,QXQ-I6 VI
13,30004002,62280000,QXQ-I6 VII
2017,30004002,17500000,QXQ-I6 VIII
2063,30004002,4560000,QXQ-I6 IX
13,30004002,14230000,QXQ-I6 X
2016,30004002,2490000,QXQ-I6 XI
2016,30004003,7830000,L3-I3K I
2016,30004003,9200000,L3-I3K II
11,30004003,7100000,L3-I3K III
13,30004003,83890000,L3-I3K IV
2014,30004003,12160000,L3-I3K V
12,30004003,23930000,L3-I3K VI
2016,30004003,4370000,L3-I3K VII
2016,30004003,2340000,L3-I3K VIII
2016,30004004,1690000,3-JCJT I
2016,30004004,2620000,3-JCJT II
2015,30004004,2170000,3-JCJT III
2016,30004004,4710000,3-JCJT IV
2016,30004004,2690000,3-JCJT V
13,30004004,13580000,3-JCJT VI
13,30004004,15560000,3-JCJT VII
13,30004004,24950000,3-JCJT VIII
11,30004004,7350000,3-JCJT IX
2016,30004005,1970000,W-IIYI I
2016,30004005,2680000,W-IIYI II
2016,30004005,4200000,W-IIYI III
2015,30004005,5670000,W-IIYI IV
2014,30004005,6540000,W-IIYI V
2016,30004005,4170000,W-IIYI VI
13,30004005,31490000,W-IIYI VII
13,30004005,67980000,W-IIYI VIII
13,30004005,21140000,W-IIYI IX
12,30004005,9830000,W-IIYI X
2016,30004006,2730000,AO-N1P I
2016,30004006,3920000,AO-N1P II
11,30004006,5440000,AO-N1P III
2014,30004006,3830000,AO-N1P IV
2017,30004006,6470000,AO-N1P V
13,30004006,17210000,AO-N1P VI
2017,30004006,6770000,AO-N1P VII
2015,30004007,1840000,4-GJT1 I
2016,30004007,2540000,4-GJT1 II
2015,30004007,3630000,4-GJT1 III
11,30004007,6500000,4-GJT1 IV
2016,30004007,11370000,4-GJT1 V
13,30004007,15810000,4-GJT1 VI
2016,30004007,6070000,4-GJT1 VII
11,30004007,10390000,4-GJT1 VIII
2016,30004007,6010000,4-GJT1 IX
2015,30004008,3530000,5V-BJI I
2017,30004008,5610000,5V-BJI II
2016,30004008,9760000,5V-BJI III
13,30004008,16830000,5V-BJI IV
13,30004008,23990000,5V-BJI V
13,30004008,23070000,5V-BJI VI
2014,30004008,6950000,5V-BJI VII
2015,30004009,2340000,49-U6U I
